precision@5,recall@5,f1@5,precision@10,recall@10,f1@10,precision@15,recall@15,f1@15,layer,head
0.2563894523326572,0.08181539550241225,0.12016438712583791,0.2308316430020284,0.1434660722152394,0.17037971706145624,0.21442205529426625,0.19587250813896998,0.19713667628943007,1,1
0.26206896551724135,0.0831949254458847,0.12243430200490314,0.23245436105476674,0.14504831160325085,0.1720048984844611,0.21550386732942517,0.1965424514550534,0.19806596848915398,1,2
0.2539553752535497,0.08044996031258943,0.11846328378528122,0.226369168356998,0.14057172478607474,0.16700671114399465,0.20779595657891803,0.19000461439829783,0.19115593626132799,1,3
0.25476673427991886,0.08103233753216173,0.11908610595121617,0.22271805273833672,0.1388983602697755,0.1646561257277362,0.20671414454375914,0.1884573146984284,0.18988823354994827,1,4
0.25801217038539553,0.08276559331297471,0.12135026726064453,0.2259634888438134,0.1410539946212504,0.16726755512149544,0.2095539011360512,0.19174744822110856,0.19285395247703374,1,5
0.25922920892494933,0.08266607371646216,0.12145669207103388,0.22961460446247464,0.1427798264135225,0.16949433271086017,0.21536864082503024,0.19597693164156543,0.1975868182127573,1,6
0.257606490872211,0.08239742217493663,0.12086357740015094,0.2239350912778905,0.13986096235036366,0.16568569518689694,0.20914822162286664,0.18984636019743178,0.191648286610344,1,7
0.2600405679513184,0.08271167111077227,0.12171268828194694,0.23002028397565927,0.14354101786137932,0.1702337059972816,0.2141516022854765,0.1952859585813054,0.19672224134935642,1,8
0.26206896551724135,0.08310504380079288,0.12240912402402163,0.23448275862068968,0.14597332265990573,0.17318790736597242,0.2173970383909532,0.19781799133743203,0.19956635795335237,1,9
0.26044624746450307,0.08271505092098422,0.12154560289959354,0.2235294117647059,0.1388996890796024,0.16471504695731445,0.20995958064923584,0.19047413746576192,0.19243376862635198,1,10
0.26044624746450307,0.08325829767145494,0.12222646427982252,0.23204868154158217,0.14321526808677487,0.17058169000513373,0.2178027179041378,0.1987948549923416,0.2002665487704618,1,11
0.25638945233265725,0.08182057253344348,0.12024750054267022,0.23022312373225154,0.14335134853658288,0.1700194188744607,0.20887776861407692,0.19029759245341035,0.1918028392254568,1,12
0.2519269776876268,0.07879224422196876,0.11646216962951002,0.22697768762677487,0.14021555976018113,0.16697417083248667,0.20820163609210263,0.18845359097872794,0.19061373751877164,2,1
0.267342799188641,0.08484713871193651,0.12497325715845686,0.2383367139959432,0.14908102508152019,0.17654011606887055,0.22429359011509112,0.2050964835840437,0.20628676358169395,2,2
0.2535496957403651,0.08083499752511593,0.11865222449408784,0.23204868154158217,0.14462595989014676,0.17158084736455512,0.21577432033821486,0.1963689827502654,0.19810347364543843,2,3
0.26896551724137935,0.08538618247784929,0.1256265403682955,0.245841784989858,0.15273682419807658,0.18127836774112396,0.22740379971617294,0.20718276055830118,0.20880478031960886,2,4
0.2515212981744422,0.08048254427256436,0.1179613603363862,0.2281947261663286,0.14221580635349818,0.16837650475928975,0.21158229870197418,0.1921941117195162,0.1940626802507188,2,5
0.2600405679513184,0.08310379528486798,0.12193339809867869,0.23955375253549702,0.14914376541608212,0.17689113722108155,0.21766749139974292,0.19807724617193873,0.1997510120429769,2,6
0.2709939148073023,0.08539753504249784,0.1259367335993774,0.24888438133874244,0.1545349804802946,0.18368204999052326,0.22726857321177807,0.20664613536722087,0.20851916198584264,2,7
0.2515212981744422,0.08029787323992213,0.11789325988062485,0.2225152129817444,0.1390398577635263,0.16459353432848056,0.20982435414484096,0.1907322532334915,0.1924803782051015,2,8
0.27586206896551724,0.08689694495829853,0.12825864280033974,0.24868154158215008,0.15465267029209542,0.18346989902593913,0.22537540215025004,0.20555016767462744,0.20708337512776454,2,9
0.262474645030426,0.08334244216036897,0.12257072785952912,0.2356997971602434,0.14680886198633605,0.1739973729405959,0.2224004190535631,0.203010261595369,0.2042867166074889,2,10
0.2584178498985802,0.08233929131983993,0.1208746021463617,0.22819472616632858,0.1424376337400109,0.16878298394183203,0.2152334143206354,0.19613100848330486,0.19765506613811112,2,11
0.2539553752535497,0.08084322200373321,0.11877473180791982,0.22880324543610547,0.14132624346656625,0.16813239714305667,0.21158229870197418,0.19198373931726864,0.19391142215750867,2,12
0.25638945233265725,0.08245427627103254,0.12086343990195267,0.23793103448275865,0.1490679812835217,0.17642896219239493,0.22253564555795793,0.20279563482383325,0.20436240863130586,3,1
0.24705882352941175,0.07937655484612868,0.11618562896845433,0.22170385395537526,0.13843234111023064,0.16401742094953145,0.20914822162286667,0.19152013306013546,0.19240179557661913,3,2
