precision@5,recall@5,f1@5,precision@10,recall@10,f1@10,precision@15,recall@15,f1@15,layer,head
0.26004056795131847,0.08377696799837801,0.12259952487436321,0.23782317524711036,0.14696723755830446,0.1749514611905192,0.22364914778707884,0.20146395960396946,0.2039484154061172,1,1
0.2665314401622718,0.08316117669099493,0.12285679185967639,0.24309700891850997,0.14970100962059668,0.1784024783115939,0.22446050681344798,0.20130257161358375,0.20431730917953114,1,2
0.2608519269776876,0.08260614997109467,0.12156134074234094,0.24046009208281013,0.14822715917307827,0.17658786776830468,0.22419005380465826,0.2009750030657852,0.2039313783202431,1,3
0.25557809330628806,0.08107895598890191,0.11921508194107715,0.2372146559773335,0.14542637600600486,0.17369685287573472,0.22216165623873532,0.198338668953519,0.20163834760870258,1,4
0.2649087221095335,0.08326990872736016,0.12279734971682117,0.24532824624102517,0.15164231787144172,0.18037168925854888,0.22554231884860687,0.2018731743524691,0.2050276015566901,1,5
0.2657200811359026,0.0835062901772523,0.12304624775806818,0.23843169451688723,0.14674824347432247,0.1750561598618911,0.21783440809809979,0.19492306868581158,0.19794884809613295,1,6
0.2693711967545639,0.08544809083400225,0.12569280633938762,0.2465452847805789,0.15184513454574317,0.18093769728055903,0.22256733575191995,0.19954760327853266,0.20237412649867095,1,7
0.26693711967545636,0.08398814159750424,0.12383795111291834,0.2463424450239866,0.15224341828258828,0.18122439541097632,0.22527186583981718,0.20218906763553993,0.2049425362788942,1,8
0.2515212981744422,0.08032817449775272,0.11776372007781817,0.2392430535432564,0.14755003553783178,0.17569516913722974,0.21932189964644325,0.1963438485001864,0.19932140572052598,1,9
0.2689655172413793,0.08460598558801052,0.12475097268453732,0.2435026884316945,0.14967848587648142,0.17868971543179074,0.22716503690134524,0.20376357534514958,0.20665799178130254,1,10
0.25557809330628806,0.08108736840740635,0.11923138420899385,0.2364032969509643,0.1458993715711903,0.1736659029579078,0.21918667314204837,0.19600067911633737,0.19905847785364505,1,11
0.25070993914807305,0.07896224881620119,0.11652072148582981,0.23579477768118742,0.14531060532184667,0.17315419717818603,0.22040371168160214,0.19720035770886438,0.2001482562056098,1,12
0.26815415821501015,0.08491733483401757,0.12487397170525617,0.24451688721465598,0.15152970295978693,0.1800595961136791,0.22608322486618634,0.2029153378122745,0.2056392922095608,2,1
