precision@5,recall@5,f1@5,precision@10,recall@10,f1@10,precision@15,recall@15,f1@15,layer,head
0.4860040567951318,0.15653850182209836,0.22962847444706516,0.43103448275862066,0.27424886019712647,0.3224539059142362,0.3874465966758056,0.36209060358585116,0.36003483550837223,1,1
0.5002028397565923,0.16175185382400378,0.23672821912610706,0.43955375253549694,0.2791851016023986,0.32864723580349975,0.3906920327812823,0.364152046057618,0.36280773290934926,1,2
0.4997971602434077,0.16159824336325548,0.23661244311408344,0.44137931034482764,0.28090895893166257,0.3303621975568138,0.39123293879886173,0.3655170502824675,0.36354945126090926,1,3
0.49533468559837723,0.1611358153147558,0.2354737941111866,0.4352941176470589,0.2765840265681999,0.3255311419128056,0.3887988617197542,0.36272322522425415,0.3612511061099975,1,4
0.49898580121703856,0.16161723829582483,0.23632618408975628,0.4434077079107505,0.2808718834008896,0.3309914151213147,0.39528973393070754,0.3692231217764197,0.367594249439248,1,5
0.4904665314401623,0.15889522702906372,0.23244816530694515,0.4290060851926978,0.27357599434881147,0.32136352993636025,0.3829841220307752,0.35679772871664006,0.3554808690909583,1,6
0.49290060851926976,0.16048900594264884,0.23420184326071888,0.4253549695740365,0.27022113771310885,0.317930809885379,0.3820375365000111,0.35660792367575167,0.35476455579897703,1,7
0.49858012170385396,0.161121773603332,0.23593055519313502,0.4342799188640974,0.27596848156675624,0.32479856698575754,0.3866352376494364,0.36012138854968617,0.35890042743396583,1,8
0.4900608519269777,0.15885170129947604,0.23229171067780593,0.42778904665314404,0.2716050905275041,0.31968204651648796,0.3827136690219855,0.3571881769803154,0.3555619002555219,1,9
0.5030425963488844,0.16182705190379454,0.23718229271100089,0.4397565922920893,0.27970244363269814,0.32906729825203906,0.39515450742631275,0.36914453313663886,0.36705275051165925,1,10
0.4933062880324544,0.15974061986797375,0.23384101033673935,0.43387423935091274,0.27558279451037293,0.324315733032433,0.3854181991098827,0.3606227851563975,0.35848210717110884,1,11
0.4997971602434077,0.16248668635830463,0.23721767003935518,0.43529411764705883,0.2769130638821213,0.3257384783650532,0.39231475083402056,0.36588651573369224,0.3642502409306792,1,12
0.48884381338742394,0.158227242049521,0.23150375780374402,0.43204868154158216,0.2749898095063121,0.32322973444273717,0.38055004495166767,0.35452180997762206,0.35315131110979087,2,1
0.47099391480730224,0.15196281992420627,0.2226052353682226,0.41379310344827586,0.2629538942922052,0.3092229958892142,0.37148986915721194,0.34628260636310254,0.344912719328804,2,2
0.5006085192697769,0.162599975099817,0.23762700366160056,0.43995943204868154,0.2797264335295344,0.3290833990306087,0.39326133636478466,0.3671948469339454,0.365560681688935,2,3
0.48640973630831646,0.15689165572943808,0.22998293231751832,0.42880324543610554,0.2725965455339659,0.32056637606754973,0.38474206658790844,0.35952142089606925,0.357536908210067,2,4
0.4823529411764706,0.15676854282612732,0.22900006392975233,0.4286004056795132,0.27296902661332745,0.3208020011472326,0.38460684008351353,0.35896981706275494,0.3571380856930906,2,5
